"time","IAE_1.y","IAE_2.y","IE_1.y","IE_2.y","r_11.y","r_22.y","y_11.y","y_22.y"
256,17.6543,14.9998,5.29406,0.000234002,1,0,0.999989,4.37593e-5
257,17.6543,14.9998,5.29407,0.00019409,1,0,0.999991,3.62958e-5
258,17.6543,14.9998,5.29408,0.000160986,1,0,0.999992,3.01052e-5
259,17.6543,14.9999,5.29408,0.000133529,1,0,0.999993,2.49704e-5
260,17.6543,14.9999,5.29409,0.000110754,1,0,0.999995,2.07115e-5
261,17.6543,14.9999,5.29409,9.18638e-5,1,0,0.999996,1.71789e-5
262,17.6543,14.9999,5.2941,7.61955e-5,1,0,0.999996,1.42489e-5
263,17.6543,14.9999,5.2941,6.31996e-5,1,0,0.999997,1.18186e-5
264,17.6543,14.9999,5.2941,5.24204e-5,1,0,0.999997,9.80285e-6
265,17.6543,15,5.29411,4.34797e-5,1,0,0.999998,8.1309e-6
266,17.6543,15,5.29411,3.60639e-5,1,0,0.999998,6.74411e-6
267,17.6543,15,5.29411,2.99129e-5,1,0,0.999999,5.59385e-6
268,17.6543,15,5.29411,2.4811e-5,1,0,0.999999,4.63977e-6
269,17.6543,15,5.29411,2.05793e-5,1,0,0.999999,3.84843e-6
270,17.6543,15,5.29411,1.70694e-5,1,0,0.999999,3.19205e-6
271,17.6543,15,5.29411,1.41581e-5,1,0,0.999999,2.64762e-6
272,17.6543,15,5.29411,1.17433e-5,1,0,0.999999,2.19605e-6
273,17.6543,15,5.29412,9.74039e-6,1,0,1,1.8215e-6
274,17.6543,15,5.29412,8.07909e-6,1,0,1,1.51083e-6
275,17.6543,15,5.29412,6.70114e-6,1,0,1,1.25314e-6
276,17.6543,15,5.29412,5.55821e-6,1,0,1,1.03941e-6
277,17.6543,15,5.29412,4.61021e-6,1,0,1,8.6213e-7
278,17.6543,15,5.29412,3.82391e-6,1,0,1,7.15087e-7
279,17.6543,15,5.29412,3.17171e-6,1,0,1,5.93124e-7
280,17.6543,15,5.29412,2.63075e-6,1,0,1,4.91962e-7
281,17.6543,15,5.29412,2.18206e-6,1,0,1,4.08054e-7
282,17.6543,15,5.29412,1.80989e-6,1,0,1,3.38457e-7
283,17.6543,15,5.29412,1.50121e-6,1,0,1,2.80733e-7
284,17.6543,15,5.29412,1.24521e-6,1,0,1,2.3286e-7
285,17.6543,15,5.29412,1.03287e-6,1,0,1,1.93151e-7
286,17.6543,15,5.29412,8.56732e-7,1,0,1,1.60215e-7
287,17.6543,15,5.29412,7.1063e-7,1,0,1,1.32895e-7
288,17.6543,15,5.29412,5.89435e-7,1,0,1,1.10232e-7
289,17.6543,15,5.29412,4.88908e-7,1,0,1,9.14321e-8
290,17.6543,15,5.29412,4.05528e-7,1,0,1,7.58387e-8
291,17.6543,15,5.29412,3.36372e-7,1,0,1,6.29055e-8
292,17.6543,15,5.29412,2.7901e-7,1,0,1,5.21787e-8
