"time","r_11.y","r_22.y","y_11.y","y_22.y","IE_2.y","IE_1.y","IAE_1.y","IAE_2.y"
319,0,1,0.108031,0.913368,0.508381,-0.323614,27.3634,28.905
320,0,1,0.121401,0.864643,0.630692,-0.44917,27.489,29.0273
321,0,1,0.0335236,0.936184,0.737765,-0.531709,27.5715,29.1343
322,0,1,-0.0623302,1.0438,0.7462,-0.513766,27.5998,29.1623
323,0,1,-0.086783,1.09246,0.67069,-0.431799,27.6817,29.2378
324,0,1,-0.0356096,1.05561,0.590711,-0.36617,27.7474,29.3178
325,0,1,0.0332394,0.981761,0.572019,-0.366469,27.7649,29.3412
326,0,1,0.0601423,0.938799,0.616379,-0.418069,27.8165,29.3856
327,0,1,0.0324621,0.954782,0.674103,-0.467981,27.8664,29.4433
328,0,1,-0.0154708,1.0039,0.695521,-0.476147,27.88,29.465
329,0,1,-0.0404136,1.03914,0.671208,-0.445063,27.911,29.4893
330,0,1,-0.0271804,1.03499,0.630835,-0.408469,27.9476,29.5297
331,0,1,0.0051801,1.0034,0.610607,-0.397208,27.9597,29.5499
332,0,1,0.0262835,0.975952,0.622512,-0.414873,27.9774,29.5622
333,0,1,0.0214934,0.973969,0.649896,-0.440843,28.0034,29.5896
334,0,1,0.000339901,0.993503,0.667201,-0.452272,28.0148,29.6069
335,0,1,-0.016473,1.01404,0.66261,-0.443076,28.024,29.6132
336,0,1,-0.0162747,1.01872,0.64462,-0.425204,28.0419,29.6312
337,0,1,-0.00293794,1.00722,0.630726,-0.415024,28.0521,29.6451
338,0,1,0.00986823,0.992381,0.631287,-0.419104,28.0567,29.6489
339,0,1,0.0118871,0.986951,0.642695,-0.431027,28.0686,29.6604
340,0,1,0.00383743,0.993275,0.653343,-0.439425,28.077,29.671
341,0,1,-0.00556388,1.00367,0.654772,-0.438265,28.0796,29.6738
342,0,1,-0.00840722,1.00882,0.647837,-0.430572,28.0873,29.6808
343,0,1,-0.00382064,1.00571,0.639979,-0.424003,28.0938,29.6886
